country,district_id,district_name,time,year,label,elev_std,rainfall_std,ntl_std,temp_std,travel_std,pop_dens_std,poverty_std
BFA,218,Fo,1,2010,DHS 2010,1.7408253281064547,1.9513860779550087,-0.14833133318376757,-2.163077894037691,0.507862927125668,-0.3356694126989171,-1.3744316429838912
BFA,218,Fo,2,2021,DHS 2021,1.7408253281064547,0.15184541143572458,-0.14833133318376757,-0.7251522526831312,0.507862927125668,-0.3356694126989171,-1.3744316429838912
BFA,219,Karankasso-Sambla,1,2010,DHS 2010,1.623509415938928,1.9750859285100286,-0.14833133318376757,-2.1398456547542963,0.18721700624991156,-0.7612083415599119,-1.3744316429838912
BFA,219,Karankasso-Sambla,2,2021,DHS 2021,1.623509415938928,0.9969154583679044,-0.14833133318376757,-0.6500618665961461,0.18721700624991156,-0.7612083415599119,-1.3744316429838912
BFA,220,Karankasso-Vigué,1,2010,DHS 2010,0.1842549920940772,2.0596864604839027,-0.14833133318376757,-1.18523478433999,0.0844948534844263,-0.37859545052176974,-0.4267349479711658
BFA,220,Karankasso-Vigué,2,2021,DHS 2021,0.1842549920940772,1.6104735799911933,-0.14575311178429567,0.1768216778553438,0.0844948534844263,-0.37859545052176974,-0.4267349479711658
BFA,221,Koundougou,1,2010,DHS 2010,0.9488533370453135,1.9934126222498838,-0.14833133318376757,-2.0251525885208044,0.4876212346770746,-0.3875152391565162,-1.3744316429838912
BFA,221,Koundougou,2,2021,DHS 2021,0.9488533370453135,0.3325628023487834,-0.14833133318376757,-0.546103515682718,0.4876212346770746,-0.3875152391565162,-1.3744316429838912
BFA,222,Lena,1,2010,DHS 2010,0.20445458356677312,2.0811226326455756,-0.14833133318376757,-1.213671255707479,-0.24887793275156553,-0.6864387828324507,-1.3744316429838912
BFA,222,Lena,2,2021,DHS 2021,0.20445458356677312,1.0346455985537615,-0.14833133318376757,0.23513117808168457,-0.24887793275156553,-0.6864387828324507,-1.3744316429838912
BFA,223,Padéma,1,2010,DHS 2010,0.01630764381336376,1.542495139919862,-0.14833133318376757,-1.5318924195634243,1.3348423432222918,-0.37859545052176974,-0.4267349479711658
BFA,223,Padéma,2,2021,DHS 2021,0.01630764381336376,-0.022814689508073187,-0.14833133318376757,0.09542201546013895,1.3348423432222918,-0.37859545052176974,-0.4267349479711658
BFA,224,Peni,1,2010,DHS 2010,1.3833130448994126,1.9968030075581793,-0.14732514731865362,-1.4268132380798217,-0.4046837847184652,-0.8038669130381209,-1.3744316429838912
