district_name,district_code,region,name_clean,area_km2,elev_mean,elev_median,elev_sd,precip_mean,travel_time_mean,travel_time_median,poverty_H,mpi_index,literacy_rate,illiteracy_prop,pop_under5,pop_total,prop_under5,pop_density
Atiwa East,GHA6.9_2,Eastern,atiwa east,582.5636799728335,238.60183715820313,197.5033589753024,114.40648651123047,1489.62207,96.54628754,83.89611796820647,0.184,0.1,0.7640682405150777,0.2359317594849223,8002,64647,0.12377991244760005,110.96984282132841
Atiwa West,GHA6.10_2,Eastern,atiwa west,588.3124578152365,339.3703613,206.11727803845184,213.82327270507813,1556.040283203125,110.64806365966797,81.44075339084597,0.18899999999999997,0.1,0.7599693398486155,0.24003066015138452,7459,61219,0.12184125843283948,104.05864976469059
Ayensuano,GHA6.11_2,Eastern,ayensuano,501.3733505669487,168.40614318847656,151.56514199080002,94.894317626953125,1355.2901611328125,59.42711258,56.12709228849628,0.29100000000000004,0.1,0.678784045,0.32121595475517195,11461,94594,0.12115990443368502,188.66978049996857
Birim Central,GHA6.12_2,Eastern,birim central,106.89608631612552,129.7095489501953,130.42009385448563,13.051959991455078,1523.5701904296875,18.476215362548828,17.353674111735984,0.11900000000000001,0.1,0.8498021924923745,0.15019780750762546,7962,76302,0.10434850986867972,713.7960109629353
Birim North,GHA6.13_2,Eastern,birim north,569.0373741787052,183.94195556640625,181.93520418350943,33.269256591796875,1458.605224609375,102.41685485839844,95.70860826813643,0.183,0.1,0.7498579464742315,0.25014205352576846,10006,82669,0.1210369062163568,145.2786824754993
Birim South,GHA6.14_2,Eastern,birim south,313.15103203531095,139.1655273,139.36914400363653,18.93890380859375,1530.2010498046875,37.964874267578125,36.93931175087278,0.249,0.1,0.7637407179221116,0.23625928207788838,3918,35654,0.10988949346496887,113.85560433337372
Denkyembour,GHA6.15_2,Eastern,denkyembuor,438.3568230642736,160.23141479492188,147.29785500404947,60.633094787597656,1582.1207275390625,59.50153732299805,54.72114966472122,0.18100000000000002,0.1,0.7718673127096534,0.22813268729034664,8057,77029,0.10459696997234808,175.72214220720753
Fanteakwa North,GHA6.16_2,Eastern,fanteakwa north,840.5986203912248,381.52557373046875,423.8349538667237,163.73463439941406,1438.6510009765625,115.25828552246094,106.7979685120788,0.289,0.1,0.6668099478047282,0.33319005219527176,6628,56987,0.11630722796427255,67.79335418547029
Fanteakwa South,GHA6.17_2,Eastern,fanteakwa south,263.31332364037195,346.3269348144531,358.0273527105324,128.22817993164063,1463.8272705078125,55.17580032348633,50.164348573427276,0.217,0.1,0.7930354796320631,0.2069645203679369,6117,54634,0.1119632463301241,207.48665219317965
Kwaebibirem,GHA6.18_2,Eastern,kwaebibirem,807.3522835481721,181.85256958007813,179.99488020522435,35.37647247314453,1554.7921142578125,97.22483063,86.12483580471746,0.196,0.1,0.7638743455497382,0.2361256544502618,13593,121698,0.11169452250653257,150.73717196309718
Kwahu Afram Plains North,GHA6.19_2,Eastern,kwahu afram plains north,2351.7475265741114,98.84698486328125,85.46084917455447,32.41362380981445,1275.4825439453125,237.9638672,238.55339269919713,0.485,0.2,0.4935575138310717,0.5064424861689283,9160,66555,0.13763053113965892,28.300231741692716
Kwahu Afram Plains South,GHA6.20_2,Eastern,kwahu afram plains south,3108.9509268268507,119.45825958251953,113.47013562577067,36.03512191772461,1299.7535400390625,231.6636505126953,221.18312547482887,0.391,0.2,0.5126276981046272,0.48737230189537284,10207,74002,0.1379287046296046,23.80288455550828
Kwahu East,GHA6.21_2,Eastern,kwahu east,626.1034858742722,270.3403015136719,242.8952000830195,138.76890563964844,1347.491699,104.84835815429688,101.96835030632151,0.294,0.1,0.7231398390196674,0.2768601609803326,9116,80233,0.11361908441663654,128.14654735225605
Kwahu South,GHA6.22_2,Eastern,kwahu south,799.5398750685098,340.0099792480469,378.6799288714307,166.23919677734375,1406.8695068359375,116.12622833251953,111.3431577316865,0.28800000000000003,0.1,0.7226122257558659,0.2773877742441341,9409,79851,0.11783196202927954,99.87119153145157
Kwahu West,GHA6.23_2,Eastern,kwahu west,402.77973513054786,249.86363220214844,221.35426056228604,87.78345489501953,1448.9796142578125,74.19287872314453,66.9656528,0.151,0.1,0.8062399625537684,0.1937600374462316,17420,145429,0.11978353698368276,361.0633488123824
Lower Manya-Krobo,GHA6.24_2,Eastern,lower manya krobo,305.70045181629365,149.89353942871094,138.15825480764218,112.4167709350586,1210.2486572265625,70.84877014160156,65.58866831,0.198,0.1,0.7747018263138278,0.22529817368617222,11754,121849,0.096463656,398.5895319291953
New Juaben North,GHA6.25_2,Eastern,new juaben north,105.97108970797363,208.89308166503906,195.8337251596989,55.10599899291992,1357.6541748046875,14.526915550231934,11.951012501818658,0.106,0,0.8884175393003644,0.11158246069963562,8348,88716,0.094098021,837.1717252740933
New Juaben South,GHA6.26_2,Eastern,new juaben south,54.47694421146031,210.5786895751953,174.36076675118298,80.98138427734375,1320.089599609375,4.7576093673706055,0.9895649756826319,0.085,0,0.897344149,0.10265585103611197,11441,129741,0.088183381,2381.5763141264156
Nsawam Adoagyiri,GHA6.27_2,Eastern,nsawam adoagyiri,175.84461839077977,78.41448974609375,72.60653948432272,35.270023345947266,1137.6700439453125,50.05256271362305,48.63029260170817,0.13,0.1,0.8192600010462519,0.18073999895374815,17649,155597,0.11342763677962943,884.8550579706485
Okere,GHA6.28_2,Eastern,okere,308.07056201486654,213.29135131835938,185.05260592932672,82.90317535,1217.808105,30.94053840637207,28.868452121020734,0.24,0.1,0.7517901358495617,0.24820986415043833,5682,51675,0.10995645863570391,167.73754578182098
Suhum,GHA6.29_2,Eastern,suhum,360.68278081764163,186.85890197753906,189.49759657163273,44.980106353759766,1368.217773,34.14976501464844,31.925477673117246,0.17600000000000002,0.1,0.781191372,0.21880862824771896,13904,126403,0.10999738930246909,350.4547672429873
Upper Manya,GHA6.30_2,Eastern,upper manya krobo,863.0561373375441,237.92669677734375,231.3495856,138.19424438476563,1333.310791015625,83.97687530517578,74.65487882006369,0.327,0.1,0.5874079589641764,0.4125920410358236,8295,70612,0.11747295077323967,81.81623065427947
Upper West Akim,GHA6.31_2,Eastern,upper west akim,344.11633593518314,118.88157653808594,113.65943216351079,38.19163513183594,1326.6241455078125,54.45337677001953,53.55313082410647,0.297,0.1,0.6684976319515649,0.33150236804843514,11274,95855,0.11761514787960983,278.5540528
West Akim,GHA6.32_2,Eastern,west akim,477.3142221497948,215.93374633789063,179.47285527139013,117.43753814697266,1543.777099609375,68.3955307,56.61102744151963,0.237,0.1,0.7320420564876353,0.2679579435123647,12687,117681,0.10780839727738548,246.54827897222881
Yilo-Krobo,GHA6.33_2,Eastern,yilo krobo,485.6849578649172,272.3747863769531,285.07114400646867,163.89248657226563,1303.692871,41.12122726,39.17049765388773,0.215,0.1,0.7567504042721221,0.24324959572787785,13140,122398,0.10735469533815913,252.01109900142794
Ablekuma Central,GHA7.1_2,Greater Accra,ablekuma central,14.154637507231136,22.30959129333496,23.88470098775579,9.409257888793945,902.66595458984375,45.534481048583984,45.44474505238443,0.094,0,0.8651559134750445,0.1348440865249555,15757,169145,0.093156759,11949.793833546737
Ablekuma North,GHA7.2_2,Greater Accra,ablekuma north,29.61972070512832,32.48994445800781,34.361060646946704,15.71548843383789,923.40460205078125,44.34729004,44.42201479912155,0.083,0,0.919091827,0.080908173,15080,159208,0.094718858,5375.067563430297
Ablekuma West,GHA7.3_2,Greater Accra,ablekuma west,12.95675141006073,17.940465927124023,17.889297156926332,8.196294784545898,872.90399169921875,49.90066909790039,49.71620308908778,0.089,0,0.9071181457779626,0.092881854,15335,153490,0.099908789,11846.333632735843
Accra,GHA7.4_2,Greater Accra,accra metropolitan area,5.642592462,17.921489715576172,18.221414086239875,6.229388236999512,871.2864990234375,45.79652023,45.69797568120239,0.111,0,0.8166919611286363,0.1833080388713637,23553,284124,0.082896904,50353.45046099449
Ada East,GHA7.5_2,Greater Accra,ada east,290.9753184328601,5.575595378875732,2.864404877044349,8.5922088623046875,979.157959,114.04922485351563,113.3056187,0.282,0.1,0.6550470026198182,0.3449529973801818,8999,76411,0.11777100155736739,262.60302905255224
Ada West,GHA7.6_2,Greater Accra,ada west,325.09183342536915,18.327213287353516,18.444469507154416,14.285747528076172,1023.798095703125,101.8934326171875,99.60649569038642,0.401,0.2,0.5979776069412103,0.40202239305878973,10922,76087,0.1435462036878836,234.04771260569726
Adenta,GHA7.7_2,Greater Accra,adentan,78.29816416969413,50.90283966064453,50.92910271863999,15.423582077026367,944.21868896484375,39.13934326171875,39.40557316294015,0.083,0,0.9189772566988234,0.081022743,26176,265971,0.098416745,3396.899567447917
Ashaiman,GHA7.8_2,Greater Accra,ashaiman,18.630458521925956,31.902441024780273,29.84293236,10.055665016174316,952.25933837890625,50.95834732055664,50.958653132352815,0.075,0,0.8698228777392035,0.13017712226079647,21637,208060,0.1039940401807171,11167.733727816563
Ayawaso Central,GHA7.9_2,Greater Accra,ayawaso central,1.563559892532901,28.030649185180664,29.997030073534315,9.286190987,895.7747802734375,43.25001144,43.16928663592869,0.122,0.1,0.8977796694332127,0.10222033056678725,8113,94831,0.085552193,60650.69873746747
Ayawaso East,GHA7.10_2,Greater Accra,ayawaso east,6.221482408667499,46.261619567871094,48.42958144792979,9.6386566162109375,891.30462646484375,40.700923919677734,40.71704638,0.154,0.1,0.7851054762412103,0.2148945237587897,4674,53004,0.088182024,8519.512958
Ayawaso North,GHA7.11_2,Greater Accra,ayawaso north,4.956904403859984,25.611093521118164,24.46857546361215,8.990950584411621,901.8409423828125,41.187870025634766,41.191326173165386,0.139,0.1,0.8396438895490095,0.16035611045099052,5707,63386,0.090035655,12787.416265409673
Ayawaso West,GHA7.12_2,Greater Accra,ayawaso west,32.76561269,59.05356979370117,59.95602081699871,20.303552627563477,905.10540771484375,38.26220703,38.32159740263753,0.093,0,0.9411747726944725,0.058825227,4565,75303,0.060621755,2298.2326231228135
Ga Central,GHA7.13_2,Greater Accra,ga central,49.204691673835136,45.87871170043945,36.811589912838514,27.430015563964844,968.56402587890625,52.509498596191406,51.67551043770893,0.083,0,0.9197711296161452,0.08022887,34959,332232,0.10522466228418695,6752.039057622348
Ga East,GHA7.14_2,Greater Accra,ga east,86.06428024909081,85.53900909423828,64.61370130783442,58.56806564331055,982.31829833984375,40.975101470947266,41.696621261159706,0.10099999999999999,0,0.9242439421200476,0.075756058,27430,283379,0.096796163,3292.6435819811973
Ga North,GHA7.15_2,Greater Accra,ga north,125.34219483182177,109.50060272216797,78.39107344691219,71.34055328,1039.0672607421875,48.53804016113281,48.47190652001357,0.105,0,0.9082621303668933,0.09173787,23754,235292,0.10095540859867738,1877.1970629340237
Ga South,GHA7.16_2,Greater Accra,ga south,179.03315819740632,56.794525146484375,51.77415648230457,28.16773223876953,1090.9295654296875,56.70964050292969,56.67128599267371,0.158,0.1,0.8333088809010943,0.16669111909890566,41168,350121,0.11758220729404976,1955.6209783996999
Ga West,GHA7.17_2,Greater Accra,ga west,175.6960705145166,43.83241653442383,41.45514596015753,17.504005432128906,1051.519775390625,60.46781539916992,59.884741698193324,0.105,0,0.8675930332867299,0.13240696671327012,36929,314299,0.11749639674322858,1788.8789378134188
Korle-Klottey,GHA7.18_2,Greater Accra,korle klottey,9.915642296243949,27.463436126708984,29.001860054753426,9.669703483581543,883.74798583984375,43.958030700683594,43.98555917413229,0.106,0,0.8945601523224158,0.10543984767758419,4890,68633,0.071248525,6921.689785642855
Kpone-Katamanso,GHA7.19_2,Greater Accra,kpone katamanso,240.97973502912188,54.45162582397461,49.63290272905577,37.22065353393555,977.39227294921875,50.07268524169922,51.46593681399404,0.105,0,0.8916729956131899,0.10832700438681009,49123,412828,0.11899144437877275,1713.1233045389092
Krowor,GHA7.20_2,Greater Accra,krowor,18.423804753138416,27.00244903564453,28.53611162142162,12.463716506958008,891.7160645,48.3521843,48.86347369920701,0.124,0.1,0.9197357555739059,0.080264244,12774,143012,0.089321176,7762.348869640432
La-Dade-Kotopon,GHA7.21_2,Greater Accra,la dade kotopon,36.20041491,34.67494201660156,31.677365773854156,17.92744255065918,872.2569580078125,42.76075744628906,42.91122437386188,0.089,0,0.9385073047131838,0.061492695286816224,12274,140264,0.087506416,3874.651722688892
La-Nkwantanang-Madina,GHA7.22_2,Greater Accra,la nkwantanang madina,71.21508563875449,82.16322326660156,79.06151164424755,19.463279724121094,985.19671630859375,34.58818435668945,34.060008978724596,0.113,0,0.9124488410834379,0.087551159,21585,220757,0.097777194,3099.862873
Ledzokuku,GHA7.23_2,Greater Accra,ledzokuku,29.371074324494586,29.958223342895508,30.256946574212826,13.581212997436523,884.42510986328125,46.44894027709961,46.76219554235718,0.113,0,0.9036316472114138,0.096368353,20134,217304,0.09265361,7398.571723975893
Ningo-Prampram,GHA7.24_2,Greater Accra,ningo prampram,624.9538486188635,23.924083709716797,24.41230113463869,12.899502754211426,1003.7403564453125,80.86754608154297,80.54776867280887,0.19399999999999998,0.1,0.7964454096065378,0.20355459039346224,24333,204673,0.11888720055894036,327.50098339633166
Okaikwei North,GHA7.25_2,Greater Accra,okaikoi north,22.530778567514044,53.525115966796875,52.37997789484232,22.033170700073242,920.29669189453125,41.21805953979492,41.29117692547078,0.111,0,0.9105247300677546,0.08947527,14126,160446,0.088042083,7121.191996060834
Shai Osudoku,GHA7.26_2,Greater Accra,shai osudoku,972.8004841,39.60144805908203,38.689239739536816,25.417036056518555,1060.506103515625,85.380157470703125,87.38239481452176,0.235,0.1,0.7476460345802788,0.2523539654197212,12597,105610,0.11927847741691128,108.56285716213927
Tema,GHA7.27_2,Greater Accra,tema metropolitan area,42.83202310896013,17.41116714477539,17.085249329788333,10.11980915,896.4617919921875,53.37959289550781,53.02822043406776,0.11599999999999999,0.1,0.8736906569361691,0.1263093430638309,16487,177924,0.09266316,4153.994770393642
Tema West,GHA7.28_2,Greater Accra,tema west,45.37900452313031,23.440502166748047,23.74690870132626,11.740232467651367,914.03485107421875,47.514190673828125,47.56441741704522,0.082,0,0.9377722068830073,0.062227793,18825,196224,0.095936277,4324.114247591789
Weija Gbawe,GHA7.29_2,Greater Accra,weija gbawe,164.42146254076226,32.29573440551758,18.767662719854073,36.45532989501953,945.9473876953125,49.65352249145508,48.31069223196469,0.087,0,0.9101620029455081,0.089837997,22520,213674,0.10539419863904827,1299.5505373699457
Bunkpurugu Nakpanduri,GHA8.1_2,North East,bunkpurugu nakpanduri,772.4984480548159,280.6486511230469,281.6087954051592,106.93375396728516,1046.52002,92.39740753173828,93.31374814625939,0.38299999999999995,0.2,0.5420606549815498,0.45793934501845024,10765,82384,0.13066857642260632,106.64616894370006
Chereponi,GHA8.2_2,North East,chereponi,1380.3905931926295,156.77774047851563,157.57060255734478,23.063093185424805,1085.999267578125,139.61605834960938,134.87525520936765,0.5379999999999999,0.2,0.27150892711378916,0.7284910728862108,16512,87176,0.189409929,63.15313971995088
East Mamprusi,GHA8.3_2,North East,east mamprusi,1714.307537911218,256.49127197265625,233.58397137019566,84.85442352294922,1037.3526611328125,103.06726837158203,101.17860693342803,0.547,0.3,0.3394110056721955,0.6605889943278045,32450,188006,0.17260087444017744,109.66877053406307
Mamprugu Moagduri,GHA8.4_2,North East,mamprugu moagduri,2130.896998412886,156.61354064941406,147.6720025717289,26.656116485595703,1001.2542724609375,183.8512725830078,172.4553177434486,0.445,0.2,0.23601253397765026,0.7639874660223498,13284,68746,0.19323306083263025,32.26153120080544
West Mamprusi,GHA8.5_2,North East,west mamprusi,2622.2860946118185,150.9047088623047,143.71530154804054,28.785388946533203,1017.4010009765625,81.57659912109375,78.65037523900119,0.415,0.2,0.4103166979684879,0.5896833020315121,30087,175755,0.1711871639498165,67.02357929637624
Yunyoo-Nasuan,GHA8.6_2,North East,yunyoo nasuan,489.9967513961059,215.14695739746094,207.11985050943966,47.347843170166016,1043.0101318359375,79.89534759521484,75.94749381,0.569,0.3,0.2615691013247404,0.7384308986752596,10161,56879,0.1786423811951687,116.0803614267636
Gushegu,GHA9.1_2,Northern,gushegu,2685.7869964409906,186.06300354003906,182.90121716808028,25.276226043701172,1103.910888671875,68.00724029541016,63.959969400997615,0.515,0.2,0.19295846264443392,0.807041537,33339,153965,0.21653622576559609,57.32584163
Karaga,GHA9.2_2,Northern,karaga,3133.3182207584036,151.72467041015625,147.92410524542527,22.424673080444336,1065.545166015625,91.18805694580078,81.32904657181994,0.505,0.2,0.19039353200214357,0.8096064679978564,23852,114225,0.2088159334646531,36.45496306224282
Kpandai,GHA9.3_2,Northern,kpandai,1137.8669284724256,144.39456176757813,146.43100597547357,37.610782623291016,1257.2398681640625,155.05555725097656,150.54376831501835,0.486,0.2,0.36716423777282065,0.6328357622271794,20294,126213,0.16079167756094856,110.9207033281472
Kumbungu,GHA9.4_2,Northern,kumbungu,1548.145918479978,128.8699951171875,126.62357357068873,16.046783447265625,1034.6431884765625,132.9857635498047,129.39017457080016,0.45,0.2,0.34414399663165773,0.6558560033683423,20849,110586,0.18853200224259853,71.43125120180989
Mion,GHA9.5_2,Northern,mion,2726.1899502553474,182.8635254,185.51773061893527,31.23680305480957,1161.079345703125,63.945465087890625,62.52290067130481,0.534,0.2,0.22292169364948844,0.7770783063505116,17144,94930,0.18059622880016854,34.82149143389969
Nanton,GHA9.6_2,Northern,nanton,478.7027559566012,153.92446899414063,153.2833370427713,16.768070220947266,1090.3797607421875,47.51801681518555,42.77457694929779,0.39899999999999997,0.2,0.2866661560848587,0.7133338439151413,9588,50767,0.18886284397344733,106.05119642261364
Nanumba North,GHA9.7_2,Northern,nanumba north,2270.6802797001137,156.48159790039063,158.1762896267245,31.152347564697266,1205.018310546875,96.982879638671875,92.52989387645275,0.415,0.2,0.3223284924677577,0.6776715075322424,34152,188680,0.18100487598049608,83.09404088580835
Nanumba South,GHA9.8_2,Northern,nanumba south,1796.9309014465769,148.79318237304688,149.2187018441972,36.023406982421875,1232.099365234375,97.19632720947266,96.76409488598962,0.46299999999999997,0.2,0.2811386150782921,0.7188613849217079,21026,106374,0.19766108259537105,59.19760181894925
Saboba,GHA9.9_2,Northern,saboba,1758.4740831880763,136.51161193847656,134.51539222520665,22.46982765197754,1133.914063,88.59951019,83.76692042101445,0.46,0.2,0.4388822875541416,0.5611177124458584,14314,95683,0.1495981522318489,54.41251646230051
Sagnerigu,GHA9.10_2,Northern,sagnarigu,201.3444412345442,167.7723388671875,165.94655389175938,16.74759292602539,1084.9105224609375,21.50415802001953,19.820135074247073,0.187,0.1,0.6631406190650241,0.3368593809349759,52074,341711,0.15239193353447797,1697.1464317802752
Savelugu,GHA9.11_2,Northern,savelugu,1553.198091807525,130.96466064453125,127.70779717509032,16.351699829101563,1047.3228759765625,54.15247344970703,44.76819862441702,0.41100000000000003,0.2,0.3785494127405101,0.6214505872594899,20782,122888,0.16911333897532713,79.11933490530484
Tamale,GHA9.12_2,Northern,tamale metropolitan area,649.8820135469352,138.32611083984375,136.82124964106697,17.874528884887695,1101.0213623046875,41.956417083740234,38.29035888425579,0.21,0.1,0.597146036,0.402853964,56176,374744,0.1499050018145721,576.6338999824244
Tatale Sanguli,GHA9.13_2,Northern,tatale sanguli,1094.8347962831092,158.80686950683594,157.3000101993785,34.43793869018555,1217.0052490234375,139.8634796142578,132.07108892115102,0.524,0.2,0.29953112700639994,0.7004688729936001,13262,74805,0.17728761446427377,68.32537680932134
Tolon,GHA9.14_2,Northern,tolon,1359.8889998331072,130.21267700195313,126.71845299922593,20.659257888793945,1042.6361083984375,116.61663818359375,117.29563806118453,0.575,0.3,0.27810818774075974,0.7218918122592403,22024,118090,0.18650182064527054,86.83796987437404
Yendi,GHA9.15_2,Northern,yendi,1452.5862313893688,159.2651824951172,155.9861217124776,34.111732482910156,1173.545654296875,39.944610595703125,35.93730249428074,0.38299999999999995,0.2,0.4254117419884302,0.5745882580115698,25007,154421,0.16194041,106.3076302549691
Zabzugu,GHA9.16_2,Northern,zabzugu,1104.6706666451882,143.3247833251953,145.26188497655255,30.20509147644043,1209.4071044921875,117.5629653930664,120.7542515989889,0.42700000000000005,0.2,0.2687663211205191,0.7312336788794809,16295,82846,0.19669024455012915,74.99610743860686
Biakoye,GHA10.1_2,Oti,biakoye,1110.5862611686036,179.1686553955078,121.73598710326685,144.3200225830078,1409.05957,96.623016357421875,87.48457505019948,0.342,0.1,0.6294808914052471,0.3705191085947529,9015,71827,0.12550990574575022,64.67485013223623
Jasikan,GHA10.2_2,Oti,jasikan,558.0792474457912,266.4753723144531,264.1877944313498,100.3513412475586,1516.2105712890625,54.55869674682617,51.99988002535071,0.302,0.1,0.7171595095612171,0.2828404904387829,6874,59695,0.11515202278247759,106.96509550070387
Kadjebi,GHA10.3_2,Oti,kadjebi,692.6952431978642,247.0170135498047,220.43922926681586,102.08104705810547,1442.220215,66.93171691894531,60.875134073420845,0.272,0.1,0.6599948637282912,0.3400051362717088,9636,73959,0.1302884030341135,106.76989733402003
Krachi East,GHA10.4_2,Oti,krachi east,2771.228593,122.79267883300781,92.30097879057678,88.83528900146484,1330.884033203125,192.7661895751953,178.95519350002408,0.41200000000000003,0.2,0.46269174008318054,0.5373082599168195,16454,110435,0.14899262009326752,39.85055591649136
Krachi Nchumuru,GHA10.5_2,Oti,krachi nchumuru,1200.228477795757,120.28538513183594,117.62257020314034,33.40519332885742,1265.763184,201.7558594,194.92714939622485,0.47200000000000003,0.2,0.4149885916420379,0.5850114083579621,12143,79934,0.1519128280831686,66.59898634200077
Krachi West,GHA10.6_2,Oti,krachi west,932.4779631,103.98600006103516,96.59704389,29.862079620361328,1284.4415283203125,258.83746337890625,253.80824402710772,0.374,0.2,0.5136687031165417,0.48633129688345833,7617,61128,0.12460738123282293,65.55436419636231
Nkwanta North,GHA10.7_2,Oti,nkwanta north,1103.565635693982,133.29698181152344,134.54513277499663,31.47582244873047,1231.0516357421875,108.71865844726563,105.98279480323063,0.552,0.2,0.30584226876440523,0.6941577312355948,22106,126096,0.17531087425453623,114.26234735979614
Nkwanta South,GHA10.8_2,Oti,nkwanta south,2744.1207365437676,274.2920837402344,199.3090410062351,179.3457794189453,1295.3905029296875,138.9358367919922,136.31211822568793,0.428,0.2,0.4541745134965474,0.5458254865034526,20151,135936,0.14823887711864406,49.53717895489249
Bole,GHA11.1_2,Savannah,bole,6195.048312,207.94366455078125,214.1317186979479,65.575286865234375,1041.987548828125,192.77748107910156,188.3240200513492,0.37200000000000005,0.2,0.4064508675377053,0.5935491324622947,17208,115800,0.14860103626943005,18.692348172363698
Central Gonja,GHA11.2_2,Savannah,central gonja,7589.712891323904,132.7281951904297,120.62659914993962,45.27587891,1078.7987060546875,165.1318359,161.86085386295034,0.618,0.3,0.25746998300407536,0.7425300169959246,27891,142762,0.19536711449825583,18.80993418910441
East Gonja,GHA11.3_2,Savannah,east gonja,2263.892114449526,118.7409439086914,120.19533547360436,20.11863136291504,1138.162841796875,285.5627136230469,287.89902441163275,0.38799999999999996,0.2,0.36700594345852683,0.6329940565414731,18510,117755,0.15719077746167892,52.01440441813305
North East Gonja,GHA11.4_2,Savannah,north east gonja,6114.859091,126.8919906616211,126.56608453764453,28.040292739868164,1171.552246,165.45423889160156,162.58757027398448,0.604,0.3,0.19821410382643534,0.8017858961735647,8375,39404,0.2125418739214293,6.443975145914859
North Gonja,GHA11.5_2,Savannah,north gonja,4867.349245013536,233.1509246826172,214.06494355414912,95.65470123291016,1033.5074462890625,243.00296020507813,212.45020469719515,0.584,0.3,0.2271203486423064,0.7728796513576937,11424,61443,0.1859284214637957,12.623503452715385
Sawla-Tuna-Kalba,GHA11.6_2,Savannah,sawla tuna kalba,4244.089362173821,274.1484069824219,275.2077724247961,42.979679107666016,1006.4276123046875,253.7823944091797,237.65341444398408,0.542,0.3,0.2793291221956001,0.720670878,17402,112664,0.15445927714265426,26.546095142137517
West Gonja,GHA11.7_2,Savannah,west gonja,4736.721297001046,196.83872985839844,195.1173425881317,54.497047424316406,1031.892333984375,209.63507080078125,199.93530325813566,0.397,0.2,0.5130795081341175,0.4869204918658825,9108,63449,0.14354836167630697,13.395130517848154
Bawku,GHA12.1_2,Upper East,bawku,248.30191784882334,217.21722412109375,216.3334951223653,18.78365135192871,904.7879638671875,26.287954330444336,19.740709520676276,0.23600000000000002,0.1,0.5024520597301734,0.4975479402698266,15835,119458,0.1325570493395168,481.09978785073685
Bawku West,GHA12.2_2,Upper East,bawku west,1075.8938336049498,204.10206604003906,202.29255067078287,27.332565307617188,951.9808349609375,89.35801696777344,86.03244600002549,0.47600000000000003,0.2,0.37791713102347013,0.6220828689765299,19646,144189,0.13625172516627482,134.01787006890103
Binduri,GHA12.3_2,Upper East,binduri,393.61679261951724,201.15357971191406,199.5326568449392,20.293813705444336,920.07843017578125,46.09707260131836,40.15854493266566,0.5379999999999999,0.3,0.37641247298548935,0.6235875270145106,9701,76679,0.1265144302873016,194.80622127349227
Bolga East,GHA12.4_2,Upper East,bolgatanga east,72.14528719413865,202.47596740722656,204.17665927267197,18.525907516479492,986.0825195,11.723214149475098,9.796338903,0.249,0.1,0.6234188651969642,0.3765811348030358,4558,38824,0.11740160725324542,538.1363289
Bolgatanga,GHA12.5_2,Upper East,bolgatanga,326.73281071600223,176.81297302246094,175.79038123756956,16.655454635620117,978.79486083984375,26.915651321411133,19.039960082463132,0.20199999999999999,0.1,0.6662281572676727,0.3337718427323273,17368,142509,0.12187300451199573,436.16372560718895
Bongo,GHA12.6_2,Upper East,bongo,416.6189424435103,226.05062866210938,227.0688542,19.45597267150879,954.4151611328125,42.541236877441406,38.165455418208914,0.54,0.3,0.47125314124673157,0.5287468587532684,15085,116431,0.12956171466362051,279.4664095615071
Builsa North,GHA12.7_2,Upper East,builsa north,820.1149034438017,182.7994384765625,182.0176542,20.49129295349121,978.84783935546875,92.50062561035156,84.13526073193039,0.397,0.2,0.5344148749768094,0.4655851250231906,6604,56571,0.11673825811811706,68.97935857822942
Builsa South,GHA12.8_2,Upper East,builsa south,1246.9780711509034,175.14256286621094,172.07388676102002,28.00384521484375,990.46820068359375,131.42010498046875,126.10364470168264,0.551,0.3,0.39495417300903585,0.6050458269909642,4693,36575,0.12831168831168832,29.330908735422234
Garu,GHA12.9_2,Upper East,garu,678.1315898,210.2903594970703,210.51979590012687,23.276660919189453,967.25177001953125,68.20442962646484,64.61948184,0.447,0.2,0.38922274646138566,0.6107772535386143,9245,71774,0.12880708891799258,105.8408147898707
Kasena Nankana East,GHA12.10_2,Upper East,kasena nankana,770.5062866,170.4357452392578,170.38563533630017,20.998703002929688,971.0302734,64.80308532714844,60.16728839,0.33799999999999997,0.2,0.620723306,0.37927669412270404,11494,99895,0.11506081385454728,129.64852038237086
Kasena Nankana West,GHA12.11_2,Upper East,kasena nankana west,876.7327999,237.8621826171875,231.53985086227755,37.318119049072266,965.6060791015625,93.7660141,85.01783387,0.536,0.3,0.5149531010471068,0.4850468989528932,11414,90735,0.12579489722819198,103.49219284230233
Nabdam,GHA12.12_2,Upper East,nabdam,246.0357359842622,228.40928649902344,225.60089459119388,25.628276824951172,969.4197998046875,50.23887634277344,48.17629521601768,0.6859999999999999,0.4,0.460199059,0.539800941,5974,53039,0.11263409943626389,215.57437494930682
Pusiga,GHA12.13_2,Upper East,pusiga,256.8340305424044,237.80178833007813,236.80510187276545,20.19734764099121,912.63677978515625,30.803119659423828,29.237944399334808,0.408,0.2,0.32615530187412245,0.6738446981258776,12290,80533,0.1526082475506935,313.56047261308566
Talensi,GHA12.14_2,Upper East,talensi,842.1564482073081,185.19259643554688,180.91040374545213,30.720598220825195,993.5317383,66.89123535,62.90676798613171,0.562,0.3,0.5185396695900469,0.48146033040995306,11293,87021,0.129773273,103.33115680018948
